0,29,0,42,21,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,0,29,0,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,29,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,0,25,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,13,0,0,0,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,7,0,0,0,0,0,
0,18,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,
0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,12464,0,0,0,0,0,0,0,1256623,0,0,0,0,0,0,0,0,0,0,
0,0,0,426,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,12464,0,0,126555,0,0,0,4125,0,0,0,0,0,0,0,0,0,0,0,0,6555,
0,0,0,0,0,0,0,0,0,0,126555,0,18,65,0,0,0,0,0,0,0,32,0,0,0,0,0,0,3533,
25,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3535,
0,0,0,0,0,0,0,0,0,0,4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,
0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,14,0,0,0,
0,0,0,0,0,0,0,0,1256623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
